title,modified_time,kategori,channel,merchant,lokasi,benefit,markdown_benefit,markdown_syarat_dan_ketentuan,syarat_dan_ketentuan,start,end,URL_Name,calltype,Article_Type,record_type
Groceries,2024-03-27 22:37:23,Groceries,"1. Seluruh jenis Kartu Debit BRI
2. Seluruh jenis Kartu Kredit BRI
3. QRIS BRImo",Total Buah Segar,"Program hanya berlaku di outlet/store Total Buah Segar:
1. PT Tumbuh Bersama Sehat (store KH Noer Ali- Bekasi, Tanah Kusir, Karang Tengah Raya)
2. PT Total Pangan Group (store Menteng, Margonda, Bogor Pajajaran)
3. PT Totalitas Tanpa Batas (store BSD dan Wolter Monginsidi)",Free Voucher Up To Rp150.000 di Total Buah Segar,Free Voucher Up To Rp150.000 di Total Buah Segar,"1. Transaksi minimal sebesar Rp350.000 (Tiga ratus lima puluh ribu rupiah) customer berhak mendapatkan voucher senilai Rp50.000 (Lima puluh ribu rupiah).
2.  Transaksi minimal sebesar Rp700.000 (Tujuh ratus ribu rupiah), customer berhak mendapatkan voucher senilai Rp100.000 (Seratus ribu rupiah).
3. Transaksi minimal sebesar Rp1.050.000 (Satu juta lima puluh ribu rupiah), customer berhak mendapatkan voucher senilai Rp150.000 (Lima puluh ribu rupiah).
4.  Voucher yang diperoleh customer dapat digunakan untuk pembelanjaan berikutnya dengan syarat payment sebesar Rp200.000 (dua ratus ribu rupiah).
5. Pemberian reward voucher tidak dapat berlaku untuk pembelian kelipatan di atas Rp1.050.000
7. Berlaku untuk 1 kartu/transaksi/hari","1. Transaksi minimal sebesar Rp350.000 (Tiga ratus lima puluh ribu rupiah) customer berhak mendapatkan voucher senilai Rp50.000 (Lima puluh ribu rupiah).
2.  Transaksi minimal sebesar Rp700.000 (Tujuh ratus ribu rupiah), customer berhak mendapatkan voucher senilai Rp100.000 (Seratus ribu rupiah).
3. Transaksi minimal sebesar Rp1.050.000 (Satu juta lima puluh ribu rupiah), customer berhak mendapatkan voucher senilai Rp150.000 (Lima puluh ribu rupiah).
4.  Voucher yang diperoleh customer dapat digunakan untuk pembelanjaan berikutnya dengan syarat payment sebesar Rp200.000 (dua ratus ribu rupiah).
5. Pemberian reward voucher tidak dapat berlaku untuk pembelian kelipatan di atas Rp1.050.000
7. Berlaku untuk 1 kartu/transaksi/hari",2023-12-18 00:00:00,2024-06-30 00:00:00,PM-0000057,No Call Type,Promotion,Promotion
Travel & Hotel,2024-06-15 14:32:08,Travel & Hotel,"Kartu Kredit,Kartu Debit","Daftar Executive Lounge Kerjasama
(B.424.e-CDD/MPP/MSD/08/2023)",Airport Lounge sesuai daftar,"[{""name"":""Daftar airport lounge kerjasama"",""table_data"":[[{""key"":""0-0"",""value"":""No"",""row_span"":1,""col_span"":1},{""key"":""0-1"",""value"":""Nama Lounge"",""row_span"":1,""col_span"":1},{""key"":""0-2"",""value"":""Lokasi"",""row_span"":1,""col_span"":1},{""key"":""0-3"",""value"":""Kota"",""row_span"":1,""col_span"":1}],[{""key"":""1-0"",""value"":1,""row_span"":1,""col_span"":1},{""key"":""1-1"",""value"":""Concordia Lounge Banjarmasin"",""row_span"":1,""col_span"":1},{""key"":""1-2"",""value"":""Terminal domestik, Bandar Udara Syamsudin Noor, Banjarmasin"",""row_span"":1,""col_span"":1},{""key"":""1-3"",""value"":""Banjarmasin"",""row_span"":1,""col_span"":1}],[{""key"":""2-0"",""value"":2,""row_span"":1,""col_span"":1},{""key"":""2-1"",""value"":""Concordia Lounge T1 Surabaya"",""row_span"":1,""col_span"":1},{""key"":""2-2"",""value"":""Terminal domestik, Bandar Udara Internasional Juanda T1, Surabaya"",""row_span"":1,""col_span"":1},{""key"":""2-3"",""value"":""Surabaya"",""row_span"":1,""col_span"":1}],[{""key"":""3-0"",""value"":3,""row_span"":1,""col_span"":1},{""key"":""3-1"",""value"":""Concordia Blue Sky Premium Lounge"",""row_span"":1,""col_span"":1},{""key"":""3-2"",""value"":""Terminal 2,  Bandar Udara Internasional Juanda,  Surabaya"",""row_span"":1,""col_span"":1},{""key"":""3-3"",""value"":""Surabaya"",""row_span"":1,""col_span"":1}],[{""key"":""4-0"",""value"":4,""row_span"":1,""col_span"":1},{""key"":""4-1"",""value"":""Concordia Blue Sky Premium Lounge ( T2 Internasional)"",""row_span"":1,""col_span"":1},{""key"":""4-2"",""value"":""Terminal Internasional , Bandar Udara Internasional Juanda T2, Surabaya"",""row_span"":1,""col_span"":1},{""key"":""4-3"",""value"":""Surabaya"",""row_span"":1,""col_span"":1}],[{""key"":""5-0"",""value"":5,""row_span"":1,""col_span"":1},{""key"":""5-1"",""value"":""Concordia Lounge Semarang"",""row_span"":1,""col_span"":1},{""key"":""5-2"",""value"":""Bandar Udara Internasional Jendral Ahmad Yani, Semarang"",""row_span"":1,""col_span"":1},{""key"":""5-3"",""value"":""Semarang"",""row_span"":1,""col_span"":1}],[{""key"":""6-0"",""value"":6,""row_span"":1,""col_span"":1},{""key"":""6-1"",""value"":""Concordia Lounge Bali"",""row_span"":1,""col_span"":1},{""key"":""6-2"",""value"":""Bandar Udara Internasional I Gusti Ngurah rai , Denpasar, Bali"",""row_span"":1,""col_span"":1},{""key"":""6-3"",""value"":""Denpasar"",""row_span"":1,""col_span"":1}],[{""key"":""7-0"",""value"":7,""row_span"":1,""col_span"":1},{""key"":""7-1"",""value"":""Concordia Lounge Makassar"",""row_span"":1,""col_span"":1},{""key"":""7-2"",""value"":""Terminal domestik, Bandar Udara Sultan Hasanuddin, Makassar"",""row_span"":1,""col_span"":1},{""key"":""7-3"",""value"":""Makassar"",""row_span"":1,""col_span"":1}],[{""key"":""8-0"",""value"":8,""row_span"":1,""col_span"":1},{""key"":""8-1"",""value"":""Concordia Lounge Yogyakarta"",""row_span"":1,""col_span"":1},{""key"":""8-2"",""value"":""Terminal B Bandar Udara Internasioanl Adisucipto, Yogyakarta"",""row_span"":1,""col_span"":1},{""key"":""8-3"",""value"":""Yogyakarta"",""row_span"":1,""col_span"":1}],[{""key"":""9-0"",""value"":9,""row_span"":1,""col_span"":1},{""key"":""9-1"",""value"":""Concordia Lounge Kulon Progo ( Domestik )"",""row_span"":1,""col_span"":1},{""key"":""9-2"",""value"":""Terminal Keberangkatan Domestik, Bandar Udara Yogyakarta Internasional Airport, Kulon Progo"",""row_span"":1,""col_span"":1},{""key"":""9-3"",""value"":""Kulon progo"",""row_span"":1,""col_span"":1}],[{""key"":""10-0"",""value"":10,""row_span"":1,""col_span"":1},{""key"":""10-1"",""value"":""Concordia Lounge Kulon Progo ( Internasional )"",""row_span"":1,""col_span"":1},{""key"":""10-2"",""value"":""Bandar Udara Yogyakarta Internasional - Kulon Progo"",""row_span"":1,""col_span"":1},{""key"":""10-3"",""value"":""Kulon Progo"",""row_span"":1,""col_span"":1}],[{""key"":""11-0"",""value"":11,""row_span"":1,""col_span"":1},{""key"":""11-1"",""value"":""Concordia Lounge Solo"",""row_span"":1,""col_span"":1},{""key"":""11-2"",""value"":""Bandar Udara Internasioanl Adi Sumarno, Solo "",""row_span"":1,""col_span"":1},{""key"":""11-3"",""value"":""Solo"",""row_span"":1,""col_span"":1}],[{""key"":""12-0"",""value"":12,""row_span"":1,""col_span"":1},{""key"":""12-1"",""value"":""Concordia Lounge Manado "",""row_span"":1,""col_span"":1},{""key"":""12-2"",""value"":""Bandar Udara Sam Ratulangi, Manado"",""row_span"":1,""col_span"":1},{""key"":""12-3"",""value"":""Manado"",""row_span"":1,""col_span"":1}],[{""key"":""13-0"",""value"":13,""row_span"":1,""col_span"":1},{""key"":""13-1"",""value"":""Concordia Lounge Ambon"",""row_span"":1,""col_span"":1},{""key"":""13-2"",""value"":""Bandar Udara Internasioanl Pattimura, Ambon"",""row_span"":1,""col_span"":1},{""key"":""13-3"",""value"":""Ambon"",""row_span"":1,""col_span"":1}],[{""key"":""14-0"",""value"":14,""row_span"":1,""col_span"":1},{""key"":""14-1"",""value"":""Concordia Lounge Lombok "",""row_span"":1,""col_span"":1},{""key"":""14-2"",""value"":""Bandar Udara Internasioanl Pulau Lombok, Lombok"",""row_span"":1,""col_span"":1},{""key"":""14-3"",""value"":""Lombok"",""row_span"":1,""col_span"":1}],[{""key"":""15-0"",""value"":15,""row_span"":1,""col_span"":1},{""key"":""15-1"",""value"":""Concordia Lounge Kupang"",""row_span"":1,""col_span"":1},{""key"":""15-2"",""value"":""Bandar Udara Internasional El Tari, Kupang"",""row_span"":1,""col_span"":1},{""key"":""15-3"",""value"":""Kupang"",""row_span"":1,""col_span"":1}],[{""key"":""16-0"",""value"":16,""row_span"":1,""col_span"":1},{""key"":""16-1"",""value"":""Saphire Blue Sky Lounge Medan"",""row_span"":1,""col_span"":1},{""key"":""16-2"",""value"":""Bandar Udara Internasional Kualanamu, Medan"",""row_span"":1,""col_span"":1},{""key"":""16-3"",""value"":""Medan"",""row_span"":1,""col_span"":1}],[{""key"":""17-0"",""value"":17,""row_span"":1,""col_span"":1},{""key"":""17-1"",""value"":""Saphire Blue Sky Lounge Bandung"",""row_span"":1,""col_span"":1},{""key"":""17-2"",""value"":""Bandar Udara Internasioanl Husein Sastranegara, Bandung"",""row_span"":1,""col_span"":1},{""key"":""17-3"",""value"":""Bandung"",""row_span"":1,""col_span"":1}],[{""key"":""18-0"",""value"":18,""row_span"":1,""col_span"":1},{""key"":""18-1"",""value"":""Saphire Blue Sky Lounge Pangkal Pinang"",""row_span"":1,""col_span"":1},{""key"":""18-2"",""value"":""Bandar Udara Depati Amir, Pangkal Pinang"",""row_span"":1,""col_span"":1},{""key"":""18-3"",""value"":""Pangkal Pinang"",""row_span"":1,""col_span"":1}],[{""key"":""19-0"",""value"":19,""row_span"":1,""col_span"":1},{""key"":""19-1"",""value"":""Blue Sky Lounge Sepinggan"",""row_span"":1,""col_span"":1},{""key"":""19-2"",""value"":""Bandar Udara Internasioanl Sultan Aji Muhammad Sulaiman Sepinggan, Balikpapan"",""row_span"":1,""col_span"":1},{""key"":""19-3"",""value"":""Balik Papan"",""row_span"":1,""col_span"":1}],[{""key"":""20-0"",""value"":20,""row_span"":1,""col_span"":1},{""key"":""20-1"",""value"":""Blue Sky Premier Lounge Terminal 1 "",""row_span"":1,""col_span"":1},{""key"":""20-2"",""value"":""Terminal 1, Bandar Udara Internasional Soekarno-Hatta, Jakarta"",""row_span"":1,""col_span"":1},{""key"":""20-3"",""value"":""Jakarta"",""row_span"":1,""col_span"":1}],[{""key"":""21-0"",""value"":21,""row_span"":1,""col_span"":1},{""key"":""21-1"",""value"":""Blue Sky Premier Lounge Terminal 2"",""row_span"":1,""col_span"":1},{""key"":""21-2"",""value"":""Terminal 2, Bandar Udara Internasional Soekarno-Hatta, Jakarta"",""row_span"":1,""col_span"":1},{""key"":""21-3"",""value"":""Jakarta"",""row_span"":1,""col_span"":1}],[{""key"":""22-0"",""value"":22,""row_span"":1,""col_span"":1},{""key"":""22-1"",""value"":""Blue Sky Premier Lounge Terminal 3 Domestik"",""row_span"":1,""col_span"":1},{""key"":""22-2"",""value"":""Terminal 3 Domestik, Bandar Udara Internasional Soekarno-Hatta, Jakarta"",""row_span"":1,""col_span"":1},{""key"":""22-3"",""value"":""Jakarta"",""row_span"":1,""col_span"":1}],[{""key"":""23-0"",""value"":23,""row_span"":1,""col_span"":1},{""key"":""23-1"",""value"":""Blue Sky Premier Lounge Samarinda"",""row_span"":1,""col_span"":1},{""key"":""23-2"",""value"":""Bandar Udara Internasioanl Aji Pangeran Tumenggung Pranoto, Samarinda"",""row_span"":1,""col_span"":1},{""key"":""23-3"",""value"":""Samarinda"",""row_span"":1,""col_span"":1}],[{""key"":""24-0"",""value"":24,""row_span"":1,""col_span"":1},{""key"":""24-1"",""value"":""Blue Sky Premier Lounge Pekanbaru"",""row_span"":1,""col_span"":1},{""key"":""24-2"",""value"":""Bandar Udara Internasioanl Sultan Syarif Kasim II, Pekanbaru"",""row_span"":1,""col_span"":1},{""key"":""24-3"",""value"":""Pekanbaru"",""row_span"":1,""col_span"":1}],[{""key"":""25-0"",""value"":25,""row_span"":1,""col_span"":1},{""key"":""25-1"",""value"":""Blue Sky Premier Lounge Pontianak"",""row_span"":1,""col_span"":1},{""key"":""25-2"",""value"":""Bandar Udara Internasioanl Supadio, Pontianak"",""row_span"":1,""col_span"":1},{""key"":""25-3"",""value"":""Pontianak"",""row_span"":1,""col_span"":1}],[{""key"":""26-0"",""value"":26,""row_span"":1,""col_span"":1},{""key"":""26-1"",""value"":""Blue Sky Premier Lounge Palembang"",""row_span"":1,""col_span"":1},{""key"":""26-2"",""value"":""Bandar Udara Sultan Mahmud Badaruddin II, Palembang"",""row_span"":1,""col_span"":1},{""key"":""26-3"",""value"":""Palembang"",""row_span"":1,""col_span"":1}],[{""key"":""27-0"",""value"":27,""row_span"":1,""col_span"":1},{""key"":""27-1"",""value"":""Blue Sky Premier Lounge Batam"",""row_span"":1,""col_span"":1},{""key"":""27-2"",""value"":""Bandar Udara Hang Nadim, Batam"",""row_span"":1,""col_span"":1},{""key"":""27-3"",""value"":""Batam"",""row_span"":1,""col_span"":1}]]},{""name"":""Ketentuan Penggunaan"",""table_data"":[[{""key"":""0-0"",""value"":""No"",""row_span"":1,""col_span"":1},{""key"":""0-1"",""value"":""Jenis Kartu"",""row_span"":1,""col_span"":1},{""key"":""0-2"",""value"":""Ketentuan "",""row_span"":1,""col_span"":1},{""key"":""0-3"",""value"":""Kuota"",""row_span"":1,""col_span"":1}],[{""key"":""1-0"",""value"":1,""row_span"":1,""col_span"":1},{""key"":""1-1"",""value"":""Corporate Card"",""row_span"":1,""col_span"":1},{""key"":""1-2"",""value"":""Gratis 1 pax (Pemegang Kartu)"",""row_span"":1,""col_span"":1},{""key"":""1-3"",""value"":""1 Kali per Bulan"",""row_span"":1,""col_span"":1}],[{""key"":""2-0"",""value"":2,""row_span"":1,""col_span"":1},{""key"":""2-1"",""value"":""Infinite Card"",""row_span"":1,""col_span"":1},{""key"":""2-2"",""value"":""Gratis 2 pax (Pemegang Kartu & 1 orang pendamping)"",""row_span"":1,""col_span"":1},{""key"":""2-3"",""value"":""1 kali per Bulan"",""row_span"":1,""col_span"":1}],[{""key"":""3-0"",""value"":3,""row_span"":1,""col_span"":1},{""key"":""3-1"",""value"":""World Access"",""row_span"":1,""col_span"":1},{""key"":""3-2"",""value"":""Gratis 1 pax (Pemegang Kartu)"",""row_span"":1,""col_span"":1},{""key"":""3-3"",""value"":""1 kali per Bulan"",""row_span"":1,""col_span"":1}],[{""key"":""4-0"",""value"":4,""row_span"":1,""col_span"":1},{""key"":""4-1"",""value"":""Co-Branding BTN Platinum"",""row_span"":1,""col_span"":1},{""key"":""4-2"",""value"":""Gratis 1 pax (Pemegang Kartu)"",""row_span"":1,""col_span"":1},{""key"":""4-3"",""value"":""1 kali per Bulan"",""row_span"":1,""col_span"":1}],[{""key"":""5-0"",""value"":5,""row_span"":1,""col_span"":1},{""key"":""5-1"",""value"":""Co-Branding BRI Kagama"",""row_span"":1,""col_span"":1},{""key"":""5-2"",""value"":""Gratis 1 pax (Pemegang Kartu)"",""row_span"":1,""col_span"":1},{""key"":""5-3"",""value"":""1 kali per Bulan"",""row_span"":1,""col_span"":1}]]}]","Daftar airport lounge kerjasamaNoNama LoungeLokasiKota1Concordia Lounge BanjarmasinTerminal domestik, Bandar Udara Syamsudin Noor, BanjarmasinBanjarmasin2Concordia Lounge T1 SurabayaTerminal domestik, Bandar Udara Internasional Juanda T1, SurabayaSurabaya3Concordia Blue Sky Premium LoungeTerminal 2,  Bandar Udara Internasional Juanda,  SurabayaSurabaya4Concordia Blue Sky Premium Lounge ( T2 Internasional)Terminal Internasional , Bandar Udara Internasional Juanda T2, SurabayaSurabaya5Concordia Lounge SemarangBandar Udara Internasional Jendral Ahmad Yani, SemarangSemarang6Concordia Lounge BaliBandar Udara Internasional I Gusti Ngurah rai , Denpasar, BaliDenpasar7Concordia Lounge MakassarTerminal domestik, Bandar Udara Sultan Hasanuddin, MakassarMakassar8Concordia Lounge YogyakartaTerminal B Bandar Udara Internasioanl Adisucipto, YogyakartaYogyakarta9Concordia Lounge Kulon Progo ( Domestik )Terminal Keberangkatan Domestik, Bandar Udara Yogyakarta Internasional Airport, Kulon ProgoKulon progo10Concordia Lounge Kulon Progo ( Internasional )Bandar Udara Yogyakarta Internasional - Kulon ProgoKulon Progo11Concordia Lounge SoloBandar Udara Internasioanl Adi Sumarno, Solo Solo12Concordia Lounge Manado Bandar Udara Sam Ratulangi, ManadoManado13Concordia Lounge AmbonBandar Udara Internasioanl Pattimura, AmbonAmbon14Concordia Lounge Lombok Bandar Udara Internasioanl Pulau Lombok, LombokLombok15Concordia Lounge KupangBandar Udara Internasional El Tari, KupangKupang16Saphire Blue Sky Lounge MedanBandar Udara Internasional Kualanamu, MedanMedan17Saphire Blue Sky Lounge BandungBandar Udara Internasioanl Husein Sastranegara, BandungBandung18Saphire Blue Sky Lounge Pangkal PinangBandar Udara Depati Amir, Pangkal PinangPangkal Pinang19Blue Sky Lounge SepingganBandar Udara Internasioanl Sultan Aji Muhammad Sulaiman Sepinggan, BalikpapanBalik Papan20Blue Sky Premier Lounge Terminal 1 Terminal 1, Bandar Udara Internasional Soekarno-Hatta, JakartaJakarta21Blue Sky Premier Lounge Terminal 2Terminal 2, Bandar Udara Internasional Soekarno-Hatta, JakartaJakarta22Blue Sky Premier Lounge Terminal 3 DomestikTerminal 3 Domestik, Bandar Udara Internasional Soekarno-Hatta, JakartaJakarta23Blue Sky Premier Lounge SamarindaBandar Udara Internasioanl Aji Pangeran Tumenggung Pranoto, SamarindaSamarinda24Blue Sky Premier Lounge PekanbaruBandar Udara Internasioanl Sultan Syarif Kasim II, PekanbaruPekanbaru25Blue Sky Premier Lounge PontianakBandar Udara Internasioanl Supadio, PontianakPontianak26Blue Sky Premier Lounge PalembangBandar Udara Sultan Mahmud Badaruddin II, PalembangPalembang27Blue Sky Premier Lounge BatamBandar Udara Hang Nadim, BatamBatamKetentuan PenggunaanNoJenis KartuKetentuan Kuota1Corporate CardGratis 1 pax (Pemegang Kartu)1 Kali per Bulan2Infinite CardGratis 2 pax (Pemegang Kartu & 1 orang pendamping)1 kali per Bulan3World AccessGratis 1 pax (Pemegang Kartu)1 kali per Bulan4Co-Branding BTN PlatinumGratis 1 pax (Pemegang Kartu)1 kali per Bulan5Co-Branding BRI KagamaGratis 1 pax (Pemegang Kartu)1 kali per Bulan","1. Fasilitas ini dapat dinikmati pemegang kartu tanpa penukaran poin,
2. Receptionist Lounge akan melakukan transaksi Rp.1,- (nantinya akan direversal otomatis)
3. Pastikan Kartu Kredit BRI Nasabah dalam keadaan aktif dan masih berlaku.
4. Boarding pass/tiket penerbangan mungkin diperlukan untuk dilakukan pengecekan.
5. Daftar Airport Lounge dan syarat ketentuan dapat sewaktu-waktu berubah. Informasi terbaru dapat dilihat di microsite kartukredit.bri.co.id","1. Fasilitas ini dapat dinikmati pemegang kartu tanpa penukaran poin,
2. Receptionist Lounge akan melakukan transaksi Rp.1,- (nantinya akan direversal otomatis)
3. Pastikan Kartu Kredit BRI Nasabah dalam keadaan aktif dan masih berlaku.
4. Boarding pass/tiket penerbangan mungkin diperlukan untuk dilakukan pengecekan.
5. Daftar Airport Lounge dan syarat ketentuan dapat sewaktu-waktu berubah. Informasi terbaru dapat dilihat di microsite kartukredit.bri.co.id",2024-06-15 00:00:00,2025-12-31 00:00:00,PM-0000058,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 12:07:51,Food & Beverages,Kartu Kredit,Itasuki,-,Diskon 20%,Diskon 20%,"1. Minimum transaksi Rp400.000
2. Maksimum transaksi Rp1.000.000
3. Promo tidak dapat digabungkan dengan promo lain
4. Syarat & ketentuan berlaku
5. Promo tidak berlaku tanggal 10 februari & 10, 11 April 2024
6. Berlaku untuk seluruh Kartu Kredit BRI, termasuk Co-Branding, kecuali Corporate Card","1. Minimum transaksi Rp400.000
2. Maksimum transaksi Rp1.000.000
3. Promo tidak dapat digabungkan dengan promo lain
4. Syarat & ketentuan berlaku
5. Promo tidak berlaku tanggal 10 februari & 10, 11 April 2024
6. Berlaku untuk seluruh Kartu Kredit BRI, termasuk Co-Branding, kecuali Corporate Card",2024-06-16 00:00:00,2024-07-31 00:00:00,PM-0000059,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 12:20:39,Food & Beverages,Kartu Kredit,Gogocurry,-,Diskon Rp10.000,Diskon Rp10.000,"1. Minimal transaksi Rp50.000
2. Berlaku 1 kartu/hari/transaksi
3. Promo tidak dapat digabung dengan promo lain
4. Berlaku untuk seluruh Kartu Kredit BRI, tidak termasuk Corporate Card
5. Berlaku setiap tanggal 24 dan 25","1. Minimal transaksi Rp50.000
2. Berlaku 1 kartu/hari/transaksi
3. Promo tidak dapat digabung dengan promo lain
4. Berlaku untuk seluruh Kartu Kredit BRI, tidak termasuk Corporate Card
5. Berlaku setiap tanggal 24 dan 25",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000060,No Call Type,Promotion,Promotion
Fashion,2024-06-16 13:26:28,Fashion,"Kartu Kredit,Kartu Debit,BRImo,QRIS",Gino Mariani,Seluruh outlet Gino Mariani,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp1.500.000
2. Berlaku untuk transaksi seluruh Kartu Debit BRI, Kartu Kredit BRI (Kecuali Corporate Card), dan QRIS BRImo
3. Berlaku hari senin-kamis
4. Tidak berlaku kelipatan
5. Berlaku di seluruh outlet GINO MARIANI  
6. Promo tidak dapat digabungkan dengan promo lain
7. Berlaku untuk 1 Kartu/Transaksi/Hari","1. Minimal transaksi Rp1.500.000
2. Berlaku untuk transaksi seluruh Kartu Debit BRI, Kartu Kredit BRI (Kecuali Corporate Card), dan QRIS BRImo
3. Berlaku hari senin-kamis
4. Tidak berlaku kelipatan
5. Berlaku di seluruh outlet GINO MARIANI  
6. Promo tidak dapat digabungkan dengan promo lain
7. Berlaku untuk 1 Kartu/Transaksi/Hari",2024-06-16 00:00:00,2024-09-18 00:00:00,PM-0000061,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-14 12:01:44,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo",Grand Hyatt,Jakarta,Pay 2 Get 3,Pay 2 Get 3,"1. Le Petit Chef at C’s Steak & Seafood
2. Berlaku setiap hari untuk 3 menu Le Master Chef atau 2 menu Le Master Chef dan 1 menu Le Junior Chef atau Le Chef Végétarien
3. Berlaku untuk maksimal enam orang (termasuk dua orang gratis) per kartu/nama per hari","1. Le Petit Chef at C’s Steak & Seafood
2. Berlaku setiap hari untuk 3 menu Le Master Chef atau 2 menu Le Master Chef dan 1 menu Le Junior Chef atau Le Chef Végétarien
3. Berlaku untuk maksimal enam orang (termasuk dua orang gratis) per kartu/nama per hari",2024-06-14 00:00:00,2024-12-31 00:00:00,PM-0000062,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 13:04:28,Food & Beverages,"Kartu Kredit,Kartu Debit,BRImo,QRIS",Menya Musashi Bukotsu,Seluruh outlet Menya Musashi Bukotsu,Diskon 20%,Diskon 20%,"1. Minimal transaksi Rp200.000
2. Maksimal diskon Rp40.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari
5. Berlaku di seluruh outlet Menya Musashi Bukotsu","1. Minimal transaksi Rp200.000
2. Maksimal diskon Rp40.000
3. Berlaku All Debit BRI & Credit Card BRI, QRIS BRImo
4. Berlaku setiap hari
5. Berlaku di seluruh outlet Menya Musashi Bukotsu",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000063,No Call Type,Promotion,Promotion
Fashion,2024-06-14 11:03:46,Fashion,"Kartu Kredit,Kartu Debit",Nike,Seluruh indonesia,Diskon 10%,Diskon 10%,"1. Minimal transaksi Rp2.000.000
2. Berlaku setiap hari selama periode promo berlangsung
3. Cicilan 0% tenor 3 bulan dengan minimal transaksi Rp3.000.000
4. Cicilan 0% tenor 6 bulan dengan minimal transaksi Rp4.000.000
5. Cicilan 0% tenor 12 bulan dengan minimal transaksi Rp6.000.000","1. Minimal transaksi Rp2.000.000
2. Berlaku setiap hari selama periode promo berlangsung
3. Cicilan 0% tenor 3 bulan dengan minimal transaksi Rp3.000.000
4. Cicilan 0% tenor 6 bulan dengan minimal transaksi Rp4.000.000
5. Cicilan 0% tenor 12 bulan dengan minimal transaksi Rp6.000.000",2023-10-01 00:00:00,2024-09-30 00:00:00,PM-0000064,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 13:24:06,Food & Beverages,"Kartu Debit,BRImo,QRIS",Tous Les Jours,Seluruh outlet Tous Les Jours,Diskon 30%,Diskon 30%,"1. Minimal transaksi Rp150.000
2. Maksimal diskon Rp50.000
3. Berlaku Debit BRI dan QRIS BRImo
4. Berlaku hari jumat-minggu
5. Tidak berlaku kelipatan
6. Berlaku untuk semua menu","1. Minimal transaksi Rp150.000
2. Maksimal diskon Rp50.000
3. Berlaku Debit BRI dan QRIS BRImo
4. Berlaku hari jumat-minggu
5. Tidak berlaku kelipatan
6. Berlaku untuk semua menu",2024-06-16 00:00:00,2024-06-30 00:00:00,PM-0000065,No Call Type,Promotion,Promotion
Fashion,2024-06-14 11:25:49,Fashion,"Kartu Debit,Kartu Kredit",Timberland,Seluruh indonesia,Diskon 10%,Diskon 10%,"1. Minimal transaksi Rp1.000.000
2. Berlaku setiap hari selama periode promo berlangsung
3. Cicilan 0% tenor 3 bulan dengan minimal transaksi Rp1.000.000
4. Cicilan 0% tenor 6 bulan dengan minimal transaksi Rp2.000.000
5. Cicilan 0% tenor 12 bulan dengan minimal transaksi Rp3.000.000","1. Minimal transaksi Rp1.000.000
2. Berlaku setiap hari selama periode promo berlangsung
3. Cicilan 0% tenor 3 bulan dengan minimal transaksi Rp1.000.000
4. Cicilan 0% tenor 6 bulan dengan minimal transaksi Rp2.000.000
5. Cicilan 0% tenor 12 bulan dengan minimal transaksi Rp3.000.000",2023-10-01 00:00:00,2024-09-30 00:00:00,PM-0000066,No Call Type,Promotion,Promotion
Lifestyle & Entertainment,2024-06-16 12:25:22,Lifestyle & Entertainment,"Kartu Debit,BRImo,QRIS",Dekoruma,Seluruh indonesia,Diskon 5%,Diskon 5%,"1. Maksimal Rp350.000 dan minimal transaksi Rp3.500.000 (tidak berlaku kelipatan)
2. Program berlaku 1x/kartu/hari
3. Berlaku untuk pengguna Kartu Debit BRI, QR BRImo, EDC dan QRIS BRI","1. Maksimal Rp350.000 dan minimal transaksi Rp3.500.000 (tidak berlaku kelipatan)
2. Program berlaku 1x/kartu/hari
3. Berlaku untuk pengguna Kartu Debit BRI, QR BRImo, EDC dan QRIS BRI",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000067,No Call Type,Promotion,Promotion
Food & Beverages,2024-06-16 12:12:33,Food & Beverages,Kartu Kredit,Gindaco,-,Diskon Rp10.000,Diskon Rp10.000,"1. Minimal transaksi Rp50.000
2. Berlaku 1 kartu/hari/transaksi
3. Promo tidak dapat digabung dengan promo lain
4. Berlaku setiap tanggal 24 dan 25
5. Berlaku untuk seluruh Kartu Kredit BRI, tidak termasuk Corporate Card","1. Minimal transaksi Rp50.000
2. Berlaku 1 kartu/hari/transaksi
3. Promo tidak dapat digabung dengan promo lain
4. Berlaku setiap tanggal 24 dan 25
5. Berlaku untuk seluruh Kartu Kredit BRI, tidak termasuk Corporate Card",2024-06-16 00:00:00,2024-12-31 00:00:00,PM-0000068,No Call Type,Promotion,Promotion
Other,2024-03-27 23:18:51,Other,QRIS,tes with image,depok,nggak afa,nggak afa,nggak ada,nggak ada,2024-03-27 00:00:00,2024-03-28 00:00:00,PM-0000069,No Call Type,Promotion,Promotion
